date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:26:50	434197/434197	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Nov%202022%2003:42:54%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/11/Banner3-R.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/11/Banner3-R.png	(from https://www.lumchang.com.sg/)
20:26:50	61900/61900	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2015:28:07%20GMT	https://www.lumchang.com.sg/property/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/property/index.html	(from https://www.lumchang.com.sg/)
20:26:51	76308/76308	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:13%20GMT	https://www.lumchang.com.sg/project_category/singapore/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/singapore/index.html	(from https://www.lumchang.com.sg/)
20:26:52	69106/69106	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2008:08:28%20GMT	https://www.lumchang.com.sg/project_category/malaysia/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/malaysia/index.html	(from https://www.lumchang.com.sg/)
20:26:52	61876/61876	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2007:22:37%20GMT	https://www.lumchang.com.sg/project_category/united-kingdom/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/united-kingdom/index.html	(from https://www.lumchang.com.sg/)
20:26:52	61745/61745	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:13%20GMT	https://www.lumchang.com.sg/project_category/china/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/china/index.html	(from https://www.lumchang.com.sg/)
20:26:53	326757/326757	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Nov%202022%2003:42:08%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/20221013-142104-e1666151756827.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/20221013-142104-e1666151756827.png	(from https://www.lumchang.com.sg/)
20:26:53	434836/434836	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Nov%202022%2003:43:00%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/11/Banner4.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/11/Banner4.png	(from https://www.lumchang.com.sg/)
20:26:55	69252/69252	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2009:22:33%20GMT	https://www.lumchang.com.sg/construction/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/construction/index.html	(from https://www.lumchang.com.sg/)
20:26:55	314688/314688	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Oct%202022%2006:11:37%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/Image-61.jpg	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/Image-61.jpg	(from https://www.lumchang.com.sg/)
20:26:55	357524/357524	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Nov%202022%2003:42:30%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/Image-71-scaled.jpg	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/Image-71-scaled.jpg	(from https://www.lumchang.com.sg/)
20:26:55	480852/480852	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Nov%202022%2003:42:22%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/Image-51-scaled.jpg	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/Image-51-scaled.jpg	(from https://www.lumchang.com.sg/)
20:26:56	77623/77623	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2011:56:30%20GMT	https://www.lumchang.com.sg/project_category/civil-and-infrastructure/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/civil-and-infrastructure/index.html	(from https://www.lumchang.com.sg/)
20:26:57	73823/73823	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:14%20GMT	https://www.lumchang.com.sg/project_category/hotels-leisure/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/hotels-leisure/index.html	(from https://www.lumchang.com.sg/)
20:26:57	64444/64444	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:14%20GMT	https://www.lumchang.com.sg/project_category/hospital/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/hospital/index.html	(from https://www.lumchang.com.sg/)
20:26:58	64546/64546	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:14%20GMT	https://www.lumchang.com.sg/project_category/institutional/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/institutional/index.html	(from https://www.lumchang.com.sg/)
20:26:58	77317/77317	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:14%20GMT	https://www.lumchang.com.sg/project_category/commercial/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/commercial/index.html	(from https://www.lumchang.com.sg/)
20:26:58	78484/78484	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:14%20GMT	https://www.lumchang.com.sg/project_category/industrial/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/industrial/index.html	(from https://www.lumchang.com.sg/)
20:26:58	3209/3209	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Sep%202022%2009:07:12%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon1.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon1.png	(from https://www.lumchang.com.sg/)
20:26:59	377080/377080	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Oct%202022%2009:26:03%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/iStock-1311598658_11zon-1-scaled.jpg	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/iStock-1311598658_11zon-1-scaled.jpg	(from https://www.lumchang.com.sg/)
20:26:59	73628/73628	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:15%20GMT	https://www.lumchang.com.sg/project_category/mixed-development/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/mixed-development/index.html	(from https://www.lumchang.com.sg/)
20:26:59	78029/78029	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2009:53:32%20GMT	https://www.lumchang.com.sg/project_category/residential/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/residential/index.html	(from https://www.lumchang.com.sg/)
20:27:00	69118/69118	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2006:53:14%20GMT	https://www.lumchang.com.sg/interior/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/interior/index.html	(from https://www.lumchang.com.sg/)
20:27:00	5105/5105	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Sep%202022%2009:07:12%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon2.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon2.png	(from https://www.lumchang.com.sg/)
20:27:01	66392/66392	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2009:53:30%20GMT	https://www.lumchang.com.sg/project_category/commercial-offices/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/commercial-offices/index.html	(from https://www.lumchang.com.sg/)
20:27:01	66250/66250	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:15%20GMT	https://www.lumchang.com.sg/project_category/conservation-works/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/conservation-works/index.html	(from https://www.lumchang.com.sg/)
20:27:01	64510/64510	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:15%20GMT	https://www.lumchang.com.sg/project_category/hotels-resorts/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/hotels-resorts/index.html	(from https://www.lumchang.com.sg/)
20:27:02	64516/64516	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2015:28:18%20GMT	https://www.lumchang.com.sg/project_category/food-beverage/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/food-beverage/index.html	(from https://www.lumchang.com.sg/)
20:27:02	62649/62649	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:15%20GMT	https://www.lumchang.com.sg/project_category/residential-interior/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/residential-interior/index.html	(from https://www.lumchang.com.sg/)
20:27:02	4005/4005	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Sep%202022%2009:07:12%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon3.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon3.png	(from https://www.lumchang.com.sg/)
20:27:03	57364/57364	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:16%20GMT	https://www.lumchang.com.sg/sustainability/environment/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/environment/index.html	(from https://www.lumchang.com.sg/)
20:27:03	56145/56145	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2007:00:55%20GMT	https://www.lumchang.com.sg/sustainability/our-sustainability-story/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/our-sustainability-story/index.html	(from https://www.lumchang.com.sg/)
20:27:03	64586/64586	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:15%20GMT	https://www.lumchang.com.sg/project_category/transportation-hubs/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/project_category/transportation-hubs/index.html	(from https://www.lumchang.com.sg/)
20:27:04	56530/56530	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2010:45:06%20GMT	https://www.lumchang.com.sg/sustainability/innovation-excellence/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/innovation-excellence/index.html	(from https://www.lumchang.com.sg/)
20:27:04	57396/57396	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:17%20GMT	https://www.lumchang.com.sg/sustainability/workplace-health-safety/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/workplace-health-safety/index.html	(from https://www.lumchang.com.sg/)
20:27:04	5861/5861	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Sep%202022%2009:07:12%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon4.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/feature-icon4.png	(from https://www.lumchang.com.sg/)
20:27:04	60932/60932	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:17%20GMT	https://www.lumchang.com.sg/careers/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/careers/index.html	(from https://www.lumchang.com.sg/)
20:27:05	56686/56686	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2008:05:33%20GMT	https://www.lumchang.com.sg/sustainability/our-people-our-assets/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/our-people-our-assets/index.html	(from https://www.lumchang.com.sg/)
20:27:05	56412/56412	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:17%20GMT	https://www.lumchang.com.sg/sustainability/social-responsibility/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/social-responsibility/index.html	(from https://www.lumchang.com.sg/)
20:27:05	62639/62639	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2009:53:23%20GMT	https://www.lumchang.com.sg/contact-us/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/contact-us/index.html	(from https://www.lumchang.com.sg/)
20:27:05	10386/10386	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Sep%202022%2008:46:16%20GMT	https://www.lumchang.com.sg/wp-content/uploads/2022/09/Lum-Chang-Logo2.png	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/uploads/2022/09/Lum-Chang-Logo2.png	(from https://www.lumchang.com.sg/)
20:27:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Jan%202023%2015:28:22%20GMT	https://www.lumchang.com.sg/sustainability/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/sustainability/index.html	(from https://www.lumchang.com.sg/)
20:27:06	582/582	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Nov%202022%2004:04:56%20GMT	https://www.lumchang.com.sg/wp-content/cache/min/1/images/js_ir_json.js?ver=1669781096	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/cache/min/1/images/js_ir_json2d79.js	(from https://www.lumchang.com.sg/)
20:27:06	56128/56128	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:17%20GMT	https://www.lumchang.com.sg/terms-conditions/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/terms-conditions/index.html	(from https://www.lumchang.com.sg/)
20:27:07	64585/64585	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Jan%202023%2012:39:17%20GMT	https://www.lumchang.com.sg/privacy-policy/	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/privacy-policy/index.html	(from https://www.lumchang.com.sg/)
20:27:07	9679/9679	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Nov%202022%2004:04:56%20GMT	https://www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=1669781096	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/swv/js/index2d79.js	(from https://www.lumchang.com.sg/)
20:27:07	12210/12210	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Nov%202022%2004:04:56%20GMT	https://www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/index.js?ver=1669781096	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/index2d79.js	(from https://www.lumchang.com.sg/)
20:27:08	4887/4887	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Nov%202022%2004:04:56%20GMT	https://www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/wpcf7-redirect/build/js/wpcf7r-fe.js?ver=1669781096	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/wpcf7-redirect/build/js/wpcf7r-fe2d79.js	(from https://www.lumchang.com.sg/)
20:27:09	919/919	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2015:27:09%20GMT	https://www.google.com/recaptcha/api.js?onload=renderInvisibleReCaptcha&render=explicit	C:/My%20Web%20Sites/Lum_chang/www.google.com/recaptcha/api89ae.js	(from https://www.lumchang.com.sg/)
20:27:10	24733/24733	---M--	200	added ('OK')	application/javascript	date:Wed,%2030%20Nov%202022%2004:04:56%20GMT	https://www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/page-links-to/dist/new-tab.js?ver=1669781096	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-content/cache/min/1/wp-content/plugins/page-links-to/dist/new-tab2d79.js	(from https://www.lumchang.com.sg/)
20:27:10	884/884	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2015:27:11%20GMT	https://www.google.com/recaptcha/api.js?render=6LfYtnghAAAAAKuRIUyyK6vCB_b-KN2a_GsaYP9C&ver=3.0	C:/My%20Web%20Sites/Lum_chang/www.google.com/recaptcha/apib78b.js	(from https://www.lumchang.com.sg/)
20:27:11	6475/6475	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Sep%202022%2006:44:02%20GMT	https://www.lumchang.com.sg/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/Lum_chang/www.lumchang.com.sg/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://www.lumchang.com.sg/)
